Suburb,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Coordinates,StreetType,WeekDaySale
Northcote,1,u,352500.0,S,Ray,2017-07-22,5.3,3070,1,1,1,1279.0,126.0,1970,Darebin,-37.7662,144.99907,Northern Metropolitan,11364,"-37.7662, 144.99907",St,5
Northcote,3,h,1875000.0,S,McGrath,2017-07-22,5.3,3070,3,1,2,771.0,126.0,1950,Darebin,-37.76631,145.01699,Northern Metropolitan,11364,"-37.76631, 145.01699",St,5
Oakleigh South,4,h,1390000.0,S,Buxton,2017-07-22,15.5,3167,4,2,2,558.0,243.0,2010,Monash,-37.91917,145.08807,South-Eastern Metropolitan,3692,"-37.91917, 145.08807",Rd,5
Pakenham,4,h,643500.0,S,C21,2017-07-22,47.3,3810,4,2,2,600.0,300.0,2010,Cardinia,-38.07583,145.43698,Eastern Victoria,17384,"-38.07583, 145.43698",other,5
Pascoe Vale,2,u,541000.0,S,Nelson,2017-07-22,8.5,3044,2,1,1,133.0,126.0,1970,Moreland,-37.72136,144.92932,Northern Metropolitan,7485,"-37.72136, 144.92932",Rd,5
Pascoe Vale,2,t,510000.0,PI,Nelson,2017-07-22,8.5,3044,2,1,1,129.0,88.3,2012,Moreland,-37.71865,144.95018000000005,Northern Metropolitan,7485,"-37.71865, 144.95018",St,5
Pascoe Vale,2,u,550000.0,SP,Rendina,2017-07-22,8.5,3044,2,1,1,164.0,80.7,2008,Moreland,-37.72219000000001,144.92559,Northern Metropolitan,7485,"-37.72219, 144.92559",Rd,5
Pascoe Vale,2,u,580000.0,S,Nelson,2017-07-22,8.5,3044,2,1,1,103.0,111.0,2010,Moreland,-37.72773,144.92628,Northern Metropolitan,7485,"-37.72773, 144.92628",St,5
Pascoe Vale,2,u,706000.0,S,Nelson,2017-07-22,8.5,3044,2,1,1,205.0,126.0,1998,Moreland,-37.72998,144.94138,Northern Metropolitan,7485,"-37.72998, 144.94138",Gr,5
Port Melbourne,2,u,559000.0,S,hockingstuart,2017-07-22,3.5,3207,2,1,1,712.0,126.0,1968,Port Phillip,-37.83529,144.93749,Southern Metropolitan,8648,"-37.83529, 144.93749",St,5
Prahran,2,u,570000.0,VB,Jellis,2017-07-22,4.6,3181,2,2,1,0.0,126.0,1970,Stonnington,-37.85973,145.00925,Southern Metropolitan,7717,"-37.85973, 145.00925",Rd,5
Preston,1,u,250000.0,PI,hockingstuart,2017-07-22,8.4,3072,1,1,1,631.0,34.0,1965,Darebin,-37.74495,144.99322,Northern Metropolitan,14577,"-37.74495, 144.99322",Av,5
Preston,1,u,392000.0,S,Harcourts,2017-07-22,8.4,3072,1,1,1,629.0,41.0,1965,Darebin,-37.74144,144.99326000000005,Northern Metropolitan,14577,"-37.74144, 144.99326",St,5
Preston,1,u,505000.0,SP,Woodards,2017-07-22,8.4,3072,1,1,1,102.0,43.0,2000,Darebin,-37.74679,145.01394,Northern Metropolitan,14577,"-37.74679, 145.01394",St,5
Preston,3,h,980000.0,S,other,2017-07-22,8.4,3072,3,1,3,397.0,107.0,1925,Darebin,-37.73724,145.00984,Northern Metropolitan,14577,"-37.73724, 145.00984",St,5
Reservoir,2,u,495000.0,S,Ray,2017-07-22,12.0,3073,2,1,1,134.0,126.0,2013,Darebin,-37.7216,145.0178,Northern Metropolitan,21650,"-37.7216, 145.0178",Av,5
Reservoir,2,h,320000.0,PI,Ray,2017-07-22,12.0,3073,2,1,1,89.0,65.0,1965,Darebin,-37.71766,145.00132,Northern Metropolitan,21650,"-37.71766, 145.00132",St,5
Reservoir,2,t,617500.0,SP,RW,2017-07-22,12.0,3073,2,2,1,0.0,114.0,2010,Darebin,-37.73012,145.02652,Northern Metropolitan,21650,"-37.73012, 145.02652",St,5
Reservoir,5,h,1282500.0,SA,Nelson,2017-07-22,12.0,3073,5,2,2,499.0,251.0,2015,Darebin,-37.72556,144.99021000000005,Northern Metropolitan,21650,"-37.72556, 144.99021",St,5
Reservoir,4,h,760500.0,S,Nelson,2017-07-22,12.0,3073,4,1,2,846.0,126.0,1970,Darebin,-37.70559,144.9902,Northern Metropolitan,21650,"-37.70559, 144.9902",Av,5
Richmond,2,u,419000.0,S,Jellis,2017-07-22,2.4,3121,2,1,1,3512.0,51.0,2011,Yarra,-37.81828,144.99788999999996,Northern Metropolitan,14949,"-37.81828, 144.99789",Rd,5
Richmond,3,h,1590000.0,S,Biggin,2017-07-22,2.4,3121,3,2,1,83.0,126.0,1970,Yarra,-37.82458,144.99767,Northern Metropolitan,14949,"-37.82458, 144.99767",St,5
Richmond,2,u,592000.0,SP,Biggin,2017-07-22,2.4,3121,2,2,2,2044.0,126.0,1970,Yarra,-37.817,144.99553999999995,Northern Metropolitan,14949,"-37.817, 144.99554",St,5
Richmond,2,u,1667500.0,S,Jellis,2017-07-22,2.4,3121,2,2,2,92.0,141.0,1940,Yarra,-37.82324000000001,144.99174,Northern Metropolitan,14949,"-37.82324, 144.99174",St,5
Richmond,2,u,685000.0,SP,Collins,2017-07-22,2.4,3121,2,2,1,0.0,77.0,2011,Yarra,-37.813,144.99303,Northern Metropolitan,14949,"-37.813, 144.99303",St,5
Ringwood,3,h,882500.0,S,hockingstuart,2017-07-22,19.9,3134,3,2,2,918.0,145.0,1975,Maroondah,-37.794,145.24636,Eastern Metropolitan,7785,"-37.794, 145.24636",St,5
Ringwood,3,h,910000.0,S,Philip,2017-07-22,19.9,3134,3,2,2,651.0,162.0,1977,Maroondah,-37.79638,145.24268,Eastern Metropolitan,7785,"-37.79638, 145.24268",Ct,5
Ringwood East,3,h,777000.0,S,Harcourts,2017-07-22,21.3,3135,3,2,2,502.0,126.0,1970,Maroondah,-37.82268,145.25058,Eastern Metropolitan,4407,"-37.82268, 145.25058",Ct,5
Roxburgh Park,3,h,510000.0,S,other,2017-07-22,20.6,3064,3,2,2,523.0,126.0,2000,Hume,-37.63528,144.93117,Northern Metropolitan,5833,"-37.63528, 144.93117",Av,5
Sandringham,3,h,1651000.0,S,Buxton,2017-07-22,15.2,3191,3,2,1,390.0,125.0,1950,Bayside,-37.95035,145.01571,Southern Metropolitan,4497,"-37.95035, 145.01571",St,5
Sandringham,2,u,770000.0,S,Buxton,2017-07-22,15.2,3191,2,1,1,208.0,126.0,1970,Bayside,-37.95265,145.02045,Southern Metropolitan,4497,"-37.95265, 145.02045",Rd,5
Scoresby,4,h,1040000.0,S,Purplebricks,2017-07-22,22.2,3179,4,2,2,1134.0,152.0,1970,Knox,-37.89496,145.23404,Eastern Metropolitan,2206,"-37.89496, 145.23404",Dr,5
Scoresby,4,h,1120000.0,S,Noel,2017-07-22,22.2,3179,4,2,2,960.0,179.0,1985,Knox,-37.88992,145.22123,Eastern Metropolitan,2206,"-37.88992, 145.22123",Av,5
Seddon,3,u,886000.0,S,Jas,2017-07-22,5.1,3011,3,2,2,0.0,126.0,2005,Maribyrnong,-37.80618,144.89057,Western Metropolitan,2417,"-37.80618, 144.89057",St,5
South Morang,3,h,601000.0,S,Ray,2017-07-22,20.5,3752,3,2,2,454.0,126.0,1970,Whittlesea,-37.63556,145.06679,Northern Metropolitan,7969,"-37.63556, 145.06679",other,5
South Morang,4,h,810000.0,S,RW,2017-07-22,20.5,3752,4,2,2,639.0,126.0,1970,Whittlesea,-37.63947,145.08562,Northern Metropolitan,7969,"-37.63947, 145.08562",Dr,5
South Morang,5,h,945000.0,SA,Harcourts,2017-07-22,20.5,3752,5,3,4,700.0,126.0,1970,Whittlesea,-37.62166,145.06747,Northern Metropolitan,7969,"-37.62166, 145.06747",Cr,5
South Morang,3,h,500000.0,SA,Harcourts,2017-07-22,20.5,3752,3,2,2,330.0,118.0,2008,Whittlesea,-37.64027,145.08745,Northern Metropolitan,7969,"-37.64027, 145.08745",Dr,5
South Yarra,2,u,747500.0,S,hockingstuart,2017-07-22,2.7,3141,2,1,1,0.0,126.0,1970,Melbourne,-37.83564000000001,144.97728999999995,Southern Metropolitan,14887,"-37.83564, 144.97729",St,5
South Yarra,1,u,420000.0,S,hockingstuart,2017-07-22,2.7,3141,1,1,1,0.0,43.0,1960,Stonnington,-37.83547,144.98844,Southern Metropolitan,14887,"-37.83547, 144.98844",St,5
South Yarra,2,u,460000.0,VB,Gary,2017-07-22,2.7,3141,2,2,0,0.0,63.0,2014,Stonnington,-37.83863,144.99379,Southern Metropolitan,14887,"-37.83863, 144.99379",St,5
South Yarra,2,u,1340000.0,S,Marshall,2017-07-22,2.7,3141,2,2,2,0.0,133.0,1995,Stonnington,-37.84018,145.00265,Southern Metropolitan,14887,"-37.84018, 145.00265",Rd,5
Springvale,2,u,580000.0,S,other,2017-07-22,20.8,3171,2,2,2,155.0,89.25,1970,Greater Dandenong,-37.94302,145.15478000000004,South-Eastern Metropolitan,7412,"-37.94302, 145.15478",St,5
Springvale South,3,h,700000.0,PI,other,2017-07-22,22.2,3172,3,1,2,638.0,105.0,1980,Greater Dandenong,-37.98031,145.15497,South-Eastern Metropolitan,4054,"-37.98031, 145.15497",St,5
St Albans,3,h,627000.0,PI,O'Brien,2017-07-22,14.0,3021,3,1,3,581.0,126.0,1970,Brimbank,-37.73348,144.79564,Western Metropolitan,14042,"-37.73348, 144.79564",other,5
St Kilda,1,u,360000.0,S,hockingstuart,2017-07-22,5.0,3182,1,1,1,0.0,49.0,1971,Port Phillip,-37.87223,144.98046000000005,Southern Metropolitan,13240,"-37.87223, 144.98046",St,5
St Kilda,2,u,530000.0,SA,Woodards,2017-07-22,5.0,3182,2,1,0,0.0,126.0,1970,Port Phillip,-37.86756,144.98303,Southern Metropolitan,13240,"-37.86756, 144.98303",St,5
St Kilda,2,u,533000.0,S,Ray,2017-07-22,5.0,3182,2,1,1,463.0,126.0,1960,Port Phillip,-37.86761,144.98337,Southern Metropolitan,13240,"-37.86761, 144.98337",St,5
St Kilda,3,h,1180000.0,PI,Greg,2017-07-22,5.0,3182,3,2,1,128.0,126.0,1970,Port Phillip,-37.86545,144.98126000000005,Southern Metropolitan,13240,"-37.86545, 144.98126",St,5
Strathmore,4,h,1220000.0,S,Nelson,2017-07-22,8.2,3041,4,1,2,750.0,185.0,1960,Moonee Valley,-37.73051,144.91731,Western Metropolitan,3284,"-37.73051, 144.91731",St,5
Sunbury,3,h,500000.0,S,YPA,2017-07-22,31.7,3429,3,1,3,678.0,127.0,1975,Hume,-37.56935,144.7241,Western Metropolitan,14092,"-37.56935, 144.7241",Dr,5
Sunbury,3,h,438000.0,S,YPA,2017-07-22,31.7,3429,3,1,4,606.0,96.0,1994,Hume,-37.57532,144.71058,Western Metropolitan,14092,"-37.57532, 144.71058",St,5
Sunshine,3,h,910000.0,PI,Jas,2017-07-22,10.5,3020,3,1,3,703.0,126.0,1950,Brimbank,-37.79337,144.8418,Western Metropolitan,3755,"-37.79337, 144.8418",St,5
Sunshine North,4,t,650000.0,SP,Sweeney,2017-07-22,10.5,3020,4,2,1,283.0,181.6,2005,Brimbank,-37.76508,144.83629,Western Metropolitan,4217,"-37.76508, 144.83629",Rd,5
Sunshine North,3,h,595000.0,SA,other,2017-07-22,10.5,3020,3,1,0,557.0,126.0,1970,Brimbank,-37.76812,144.82528,Western Metropolitan,4217,"-37.76812, 144.82528",St,5
Sunshine West,3,h,710000.0,VB,hockingstuart,2017-07-22,10.5,3020,3,1,2,697.0,126.0,1970,Brimbank,-37.78666,144.8109,Western Metropolitan,6763,"-37.78666, 144.8109",St,5
Sunshine West,3,t,615000.0,PI,Barry,2017-07-22,10.5,3020,3,2,1,358.0,27.0,1999,Brimbank,-37.79573,144.79311,Western Metropolitan,6763,"-37.79573, 144.79311",Ct,5
Sunshine West,4,h,859000.0,S,hockingstuart,2017-07-22,10.5,3020,4,2,2,699.0,126.0,1970,Brimbank,-37.78945,144.80062,Western Metropolitan,6763,"-37.78945, 144.80062",St,5
Surrey Hills,3,h,2225000.0,SA,Fletchers,2017-07-22,10.2,3127,3,1,2,829.0,126.0,1970,Boroondara,-37.83273,145.08812,Southern Metropolitan,5457,"-37.83273, 145.08812",St,5
Surrey Hills,2,h,1950000.0,VB,other,2017-07-22,10.2,3127,2,1,1,858.0,126.0,1970,Whitehorse,-37.82559000000001,145.11236,Southern Metropolitan,5457,"-37.82559, 145.11236",St,5
Surrey Hills,4,h,2550000.0,VB,Marshall,2017-07-22,10.2,3127,4,2,2,861.0,126.0,1970,Boroondara,-37.82611,145.0911,Southern Metropolitan,5457,"-37.82611, 145.0911",Rd,5
Surrey Hills,2,u,830000.0,SP,Noel,2017-07-22,10.2,3127,2,1,1,180.0,126.0,1970,Boroondara,-37.82794000000001,145.09332,Southern Metropolitan,5457,"-37.82794, 145.09332",Rd,5
Sydenham,4,h,740000.0,S,Purplebricks,2017-07-22,18.0,3037,4,2,2,1017.0,156.0,2000,Brimbank,-37.69106,144.75853999999995,Western Metropolitan,3640,"-37.69106, 144.75854",St,5
Sydenham,3,h,620000.0,S,Barry,2017-07-22,18.0,3037,3,2,2,360.0,126.0,2000,Brimbank,-37.70686,144.76989,Western Metropolitan,3640,"-37.70686, 144.76989",other,5
Tarneit,4,h,463500.0,S,hockingstuart,2017-07-22,18.4,3029,4,2,2,371.0,156.0,2006,Wyndham,-37.867,144.65618,Western Metropolitan,10160,"-37.867, 144.65618",Dr,5
Tarneit,3,h,530000.0,S,hockingstuart,2017-07-22,18.4,3029,3,2,2,400.0,153.0,2009,Wyndham,-37.83353,144.67324,Western Metropolitan,10160,"-37.83353, 144.67324",St,5
Tarneit,3,h,446000.0,S,Sweeney,2017-07-22,18.4,3029,3,2,2,326.0,162.0,2012,Wyndham,-37.85037,144.66179,Western Metropolitan,10160,"-37.85037, 144.66179",St,5
Taylors Hill,3,h,520000.0,S,Barry,2017-07-22,18.0,3037,3,2,2,389.0,161.0,2005,Melton,-37.71364000000001,144.76031,Western Metropolitan,4242,"-37.71364, 144.76031",Dr,5
Taylors Hill,3,h,530000.0,SP,YPA,2017-07-22,18.0,3037,3,2,1,343.0,119.0,2011,Melton,-37.7117,144.75204,Western Metropolitan,4242,"-37.7117, 144.75204",other,5
Taylors Hill,5,h,725500.0,S,Barry,2017-07-22,18.0,3037,5,3,2,450.0,260.0,2011,Melton,-37.71152,144.75283000000005,Western Metropolitan,4242,"-37.71152, 144.75283",other,5
Taylors Lakes,4,h,688000.0,S,O'Brien,2017-07-22,15.5,3038,4,2,1,645.0,126.0,1970,Brimbank,-37.70841,144.79699,Western Metropolitan,5336,"-37.70841, 144.79699",Rd,5
Taylors Lakes,3,h,630000.0,S,Barry,2017-07-22,15.5,3038,3,2,1,655.0,126.0,1970,Brimbank,-37.70894000000001,144.80205,Western Metropolitan,5336,"-37.70894, 144.80205",Rd,5
Taylors Lakes,4,h,800000.0,VB,other,2017-07-22,15.5,3038,4,3,6,876.0,126.0,1970,Brimbank,-37.6899,144.78346000000005,Western Metropolitan,5336,"-37.6899, 144.78346",other,5
Taylors Lakes,3,h,760000.0,VB,YPA,2017-07-22,15.5,3038,3,3,2,654.0,126.0,1970,Brimbank,-37.69394000000001,144.7795,Western Metropolitan,5336,"-37.69394, 144.7795",Pl,5
Taylors Lakes,3,t,502000.0,S,Barry,2017-07-22,15.5,3038,3,2,2,198.0,143.0,2004,Brimbank,-37.69503,144.77868999999995,Western Metropolitan,5336,"-37.69503, 144.77869",Dr,5
Templestowe,4,h,1275000.0,PI,Barry,2017-07-22,15.5,3106,4,2,2,812.0,33.0,1970,Manningham,-37.7584,145.16128,Eastern Metropolitan,6202,"-37.7584, 145.16128",Rd,5
Templestowe,5,h,1300000.0,PI,Barry,2017-07-22,15.5,3106,5,3,3,767.0,126.0,1970,Manningham,-37.76084,145.12675,Eastern Metropolitan,6202,"-37.76084, 145.12675",Ct,5
Templestowe Lower,4,h,1215000.0,S,hockingstuart,2017-07-22,12.4,3107,4,2,4,729.0,240.0,1970,Manningham,-37.76846,145.11183,Eastern Metropolitan,5420,"-37.76846, 145.11183",Av,5
Templestowe Lower,4,h,1320000.0,PI,Jellis,2017-07-22,12.4,3107,4,2,2,774.0,126.0,1970,Manningham,-37.76941,145.12123,Eastern Metropolitan,5420,"-37.76941, 145.12123",Cr,5
Templestowe Lower,2,t,731000.0,S,Jellis,2017-07-22,12.4,3107,2,1,1,217.0,115.0,2005,Manningham,-37.75671,145.11401,Eastern Metropolitan,5420,"-37.75671, 145.11401",St,5
Thomastown,3,h,651000.0,SA,Harcourts,2017-07-22,15.3,3074,3,1,2,526.0,116.0,1970,Whittlesea,-37.68164,144.99768999999995,Northern Metropolitan,7955,"-37.68164, 144.99769",Av,5
Thomastown,3,h,631000.0,S,Harcourts,2017-07-22,15.3,3074,3,1,2,584.0,121.0,1965,Whittlesea,-37.6819,145.02293999999995,Northern Metropolitan,7955,"-37.6819, 145.02294",St,5
Thomastown,3,h,715500.0,S,Love,2017-07-22,15.3,3074,3,1,2,685.0,126.0,1970,Whittlesea,-37.68107,145.03393,Northern Metropolitan,7955,"-37.68107, 145.03393",Av,5
Thornbury,3,h,1110000.0,SP,McGrath,2017-07-22,7.0,3071,3,1,0,396.0,113.0,1930,Darebin,-37.75358,144.98533999999995,Northern Metropolitan,8870,"-37.75358, 144.98534",St,5
Toorak,2,u,735000.0,SP,Jellis,2017-07-22,4.1,3142,2,1,1,0.0,84.0,1935,Stonnington,-37.83241,145.00705,Southern Metropolitan,7217,"-37.83241, 145.00705",Av,5
Toorak,2,u,920000.0,S,hockingstuart,2017-07-22,4.1,3142,2,2,1,0.0,126.0,1970,Stonnington,-37.84139,145.00678,Southern Metropolitan,7217,"-37.84139, 145.00678",Av,5
Toorak,1,u,350000.0,VB,Marshall,2017-07-22,4.1,3142,2,1,1,0.0,126.0,1970,Stonnington,-37.84157,145.00468999999995,Southern Metropolitan,7217,"-37.84157, 145.00469",Rd,5
Tullamarine,3,h,822000.0,S,other,2017-07-22,12.9,3043,3,1,1,778.0,112.0,1960,Hume,-37.70321,144.87972,Western Metropolitan,3296,"-37.70321, 144.87972",Rd,5
Vermont,3,h,988000.0,S,Fletchers,2017-07-22,17.2,3133,3,1,1,653.0,119.0,1970,Whitehorse,-37.84034000000001,145.2022,Eastern Metropolitan,4181,"-37.84034, 145.2022",Rd,5
Wantirna South,3,h,855000.0,S,Ray,2017-07-22,14.7,3152,3,1,2,730.0,126.0,1970,Knox,-37.86288,145.25077,Eastern Metropolitan,7082,"-37.86288, 145.25077",Cr,5
Wantirna South,3,t,630000.0,S,Ray,2017-07-22,14.7,3152,3,1,2,169.0,141.0,2001,Knox,-37.87345,145.22973000000005,Eastern Metropolitan,7082,"-37.87345, 145.22973",Pl,5
Watsonia,3,h,830000.0,S,Barry,2017-07-22,14.5,3087,3,1,1,598.0,104.4,1975,Banyule,-37.717,145.08891,Northern Metropolitan,2329,"-37.717, 145.08891",St,5
Watsonia North,3,h,710000.0,S,Ray,2017-07-22,14.5,3087,3,1,2,600.0,115.0,1974,Banyule,-37.69872,145.08743,Northern Metropolitan,1442,"-37.69872, 145.08743",Cr,5
Watsonia North,3,h,850000.0,S,other,2017-07-22,14.5,3087,3,1,2,766.0,126.0,1970,Banyule,-37.69821,145.08995,Northern Metropolitan,1442,"-37.69821, 145.08995",St,5
Werribee,3,h,383000.0,S,Greg,2017-07-22,14.7,3030,3,1,2,548.0,95.0,1960,Wyndham,-37.8889,144.65743999999995,Western Metropolitan,16166,"-37.8889, 144.65744",Cr,5
Werribee,4,h,463000.0,S,hockingstuart,2017-07-22,14.7,3030,4,2,2,358.0,148.0,2012,Wyndham,-37.91807,144.63816,Western Metropolitan,16166,"-37.91807, 144.63816",other,5
Werribee,3,h,471500.0,S,hockingstuart,2017-07-22,14.7,3030,3,1,2,530.0,126.0,1970,Wyndham,-37.89415,144.64143,Western Metropolitan,16166,"-37.89415, 144.64143",Rd,5
Werribee,3,h,412500.0,S,YPA,2017-07-22,14.7,3030,3,1,1,583.0,126.0,1980,Wyndham,-37.88702,144.66101,Western Metropolitan,16166,"-37.88702, 144.66101",Ct,5
Werribee,3,h,452000.0,SP,Biggin,2017-07-22,14.7,3030,3,1,3,567.0,121.0,1980,Wyndham,-37.88666,144.66149,Western Metropolitan,16166,"-37.88666, 144.66149",Rd,5
Werribee,4,h,665000.0,S,hockingstuart,2017-07-22,14.7,3030,4,2,2,520.0,201.0,2014,Wyndham,-37.91859,144.64143,Western Metropolitan,16166,"-37.91859, 144.64143",Dr,5
Werribee,3,h,485000.0,SP,other,2017-07-22,14.7,3030,3,1,1,633.0,88.0,1960,Wyndham,-37.89444,144.65591,Western Metropolitan,16166,"-37.89444, 144.65591",Ct,5
Werribee,4,h,510000.0,SP,YPA,2017-07-22,14.7,3030,4,2,1,531.0,147.0,2003,Wyndham,-37.89556,144.64268,Western Metropolitan,16166,"-37.89556, 144.64268",Ct,5
West Footscray,3,h,850000.0,S,Jas,2017-07-22,6.4,3012,3,1,2,269.0,111.0,1910,Maribyrnong,-37.79638,144.87911,Western Metropolitan,5058,"-37.79638, 144.87911",St,5
West Footscray,3,h,915000.0,S,Jas,2017-07-22,6.4,3012,3,1,2,447.0,126.0,1970,Maribyrnong,-37.792,144.86856,Western Metropolitan,5058,"-37.792, 144.86856",St,5
Wheelers Hill,5,h,1591000.0,S,Barry,2017-07-22,16.7,3150,5,3,3,923.0,126.0,1970,Monash,-37.90213,145.18444,South-Eastern Metropolitan,7392,"-37.90213, 145.18444",Av,5
Wheelers Hill,5,h,1490000.0,S,Ray,2017-07-22,16.7,3150,5,3,4,677.0,126.0,1970,Monash,-37.90893,145.18489,South-Eastern Metropolitan,7392,"-37.90893, 145.18489",Av,5
Williamstown,4,h,1440000.0,S,Williams,2017-07-22,6.8,3016,4,2,0,240.0,170.0,1900,Hobsons Bay,-37.85414,144.89561,Western Metropolitan,6380,"-37.85414, 144.89561",St,5
Wollert,3,h,400000.0,S,Harcourts,2017-07-22,25.5,3750,3,2,1,213.0,126.0,2015,Whittlesea,-37.60983,145.03874,Northern Metropolitan,2940,"-37.60983, 145.03874",Rd,5
Yarra Glen,3,h,620000.0,SP,Buckingham,2017-07-22,31.4,3775,3,2,1,863.0,180.56,1975,Yarra Ranges,-37.65391,145.37389,Northern Victoria,1160,"-37.65391, 145.37389",St,5
Yarraville,2,h,900000.0,SP,Sweeney,2017-07-22,6.3,3013,2,1,3,463.0,123.5,1940,Maribyrnong,-37.82333,144.87955,Western Metropolitan,6543,"-37.82333, 144.87955",St,5
Yarraville,4,h,1407000.0,S,Village,2017-07-22,6.3,3013,4,2,2,446.0,152.0,1955,Maribyrnong,-37.81845,144.87464,Western Metropolitan,6543,"-37.81845, 144.87464",St,5
Yarraville,2,h,1044000.0,SP,Jas,2017-07-22,6.3,3013,2,1,0,197.0,126.0,1970,Maribyrnong,-37.81736,144.89133,Western Metropolitan,6543,"-37.81736, 144.89133",St,5
Airport West,3,t,780000.0,S,other,2017-07-29,10.4,3042,3,2,1,195.0,192.0,2005,Moonee Valley,-37.7325,144.88272,Western Metropolitan,3464,"-37.7325, 144.88272",Av,5
Albanvale,3,h,555000.0,SP,Sweeney,2017-07-29,14.0,3021,3,1,3,566.0,126.0,1980,Brimbank,-37.74306,144.76679,Western Metropolitan,1899,"-37.74306, 144.76679",Ct,5
Albion,3,h,613000.0,S,Moonee,2017-07-29,10.5,3020,3,1,2,465.0,126.0,1970,Brimbank,-37.78141,144.82461999999995,Western Metropolitan,2185,"-37.78141, 144.82462",Cr,5
Albion,2,t,340000.0,S,Bells,2017-07-29,10.5,3020,2,1,1,100.0,126.0,1970,Brimbank,-37.77956,144.82519,Western Metropolitan,2185,"-37.77956, 144.82519",St,5
Albion,3,t,580000.0,PI,Douglas,2017-07-29,10.5,3020,3,2,2,175.0,110.0,2014,Brimbank,-37.77856,144.82443,Western Metropolitan,2185,"-37.77856, 144.82443",St,5
Ardeer,3,h,627000.0,S,Barry,2017-07-29,12.8,3022,3,1,2,697.0,102.0,1960,Brimbank,-37.77713,144.79746,Western Metropolitan,1281,"-37.77713, 144.79746",St,5
Armadale,1,u,380000.0,S,Marshall,2017-07-29,6.3,3143,1,1,1,0.0,126.0,1960,Stonnington,-37.85889,145.01989,Southern Metropolitan,4836,"-37.85889, 145.01989",Rd,5
Armadale,2,u,631500.0,S,hockingstuart,2017-07-29,6.3,3143,2,1,1,0.0,126.0,1970,Stonnington,-37.85749000000001,145.01735,Southern Metropolitan,4836,"-37.85749, 145.01735",Rd,5
Ascot Vale,3,t,1185000.0,S,Barry,2017-07-29,4.3,3032,3,2,2,271.0,126.0,1970,Moonee Valley,-37.7783,144.90876,Western Metropolitan,6567,"-37.7783, 144.90876",St,5
Ashwood,4,h,1540000.0,S,Jellis,2017-07-29,10.2,3147,4,2,3,668.0,205.0,1970,Monash,-37.86096,145.10026000000005,Southern Metropolitan,2894,"-37.86096, 145.10026",Dr,5
Aspendale,4,h,1510000.0,S,hockingstuart,2017-07-29,21.5,3195,4,2,4,387.0,126.0,1970,Kingston,-38.02848,145.10181,South-Eastern Metropolitan,2824,"-38.02848, 145.10181",Av,5
Balwyn,5,h,3812000.0,S,other,2017-07-29,7.9,3103,5,4,2,729.0,1.0,2012,Boroondara,-37.806,145.09511,Southern Metropolitan,5682,"-37.806, 145.09511",Rd,5
Balwyn,4,t,1450000.0,VB,Noel,2017-07-29,7.9,3103,4,3,2,232.0,126.0,1970,Boroondara,-37.80345,145.07969,Southern Metropolitan,5682,"-37.80345, 145.07969",St,5
Balwyn North,3,u,1600000.0,S,Marshall,2017-07-29,9.7,3104,3,2,2,314.0,126.0,1970,Boroondara,-37.79386,145.06746,Southern Metropolitan,7809,"-37.79386, 145.06746",Rd,5
Balwyn North,2,u,950000.0,S,Fletchers,2017-07-29,9.7,3104,2,1,1,327.0,126.0,1975,Boroondara,-37.78245,145.09273000000005,Southern Metropolitan,7809,"-37.78245, 145.09273",St,5
Balwyn North,4,h,1755000.0,S,Jellis,2017-07-29,9.7,3104,4,2,2,605.0,155.0,1938,Boroondara,-37.79466,145.06564,Southern Metropolitan,7809,"-37.79466, 145.06564",St,5
Bayswater,3,h,606000.0,S,McGrath,2017-07-29,23.2,3153,3,1,1,424.0,94.0,1970,Knox,-37.84291,145.25545,Eastern Metropolitan,5030,"-37.84291, 145.25545",other,5
Beaconsfield,3,u,537000.0,S,other,2017-07-29,39.0,3807,3,1,1,460.0,126.0,1970,Cardinia,-38.04668,145.36938999999995,Eastern Victoria,2332,"-38.04668, 145.36939",St,5
Beaumaris,3,t,900000.0,PI,Thomson,2017-07-29,17.3,3193,3,2,2,243.0,126.0,1970,Bayside,-37.98214,145.05175,Southern Metropolitan,5366,"-37.98214, 145.05175",Rd,5
Beaumaris,3,h,1500000.0,S,other,2017-07-29,17.3,3193,3,2,2,594.0,126.0,1970,Bayside,-37.97383,145.04525,Southern Metropolitan,5366,"-37.97383, 145.04525",Cr,5
Bentleigh,3,t,1435000.0,S,hockingstuart,2017-07-29,11.4,3204,3,3,2,307.0,177.0,2014,Glen Eira,-37.91648,145.04927,Southern Metropolitan,6795,"-37.91648, 145.04927",Av,5
Bentleigh East,2,u,592000.0,S,Gary,2017-07-29,13.8,3165,2,1,1,121.0,126.0,1970,Glen Eira,-37.91051,145.07138999999995,Southern Metropolitan,10969,"-37.91051, 145.07139",St,5
Bentleigh East,3,h,900000.0,S,Gary,2017-07-29,13.8,3165,3,2,2,264.0,126.0,1970,Glen Eira,-37.91155,145.076,Southern Metropolitan,10969,"-37.91155, 145.076",St,5
Bentleigh East,4,h,1780000.0,S,Woodards,2017-07-29,13.8,3165,4,2,2,577.0,126.0,1970,Glen Eira,-37.9145,145.05899,Southern Metropolitan,10969,"-37.9145, 145.05899",St,5
